001103107001,1,17968.8286214,Alabama
001103107002,2,26487.9719297,Alabama
001103107003,3,22952.308556,Alabama
001103107004,4,24179.2324607,Alabama
001103107005,5,11947.1924711,Alabama
001103107006,6,7499.8564908,Alabama
001103107007,7,22865.7252555,Alabama
002103112000,0,1524009.6627,Alaska
004103107001,1,548.040753997,Arizona
004103107002,2,45880.8846508,Arizona
004103107003,3,108295.473125,Arizona
004103107004,4,501.230008527,Arizona
004103107005,5,33010.5111302,Arizona
004103107006,6,107021.697811,Arizona
005103107001,1,43854.6817332,Arkansas
005103107002,2,15656.8086297,Arkansas
005103107003,3,30406.4425087,Arkansas
005103107004,4,47813.2394296,Arkansas
006103107001,1,28401.6413139,California
006103107002,2,75427.3766244,California
006103107003,3,19975.1510837,California
006103107004,4,28864.3233402,California
006103107005,5,399.374785201,California
006103107006,6,4204.87622326,California
006103107007,7,1064.26441926,California
006103107008,8,92.3427623028,California
006103107009,9,194.100349738,California
006103107010,10,2731.53010769,California
006103107011,11,4856.57458308,California
006103107012,12,288.923649105,California
006103107013,13,647.850239358,California
006103107014,14,1268.50690668,California
006103107015,15,1177.72454032,California
006103107016,16,2464.39738794,California
006103107017,17,12638.2367908,California
006103107018,18,10889.4460377,California
006103107019,19,19999.5629516,California
006103107020,20,17790.9645835,California
006103107021,21,23154.6080347,California
006103107022,22,15709.296999,California
006103107023,23,4646.0541259,California
006103107024,24,791.037285393,California
006103107025,25,5367.33617411,California
006103107026,26,181.899752763,California
006103107027,27,790.69441861,California
006103107028,28,1209.72591379,California
006103107029,29,306.528754525,California
006103107030,30,97.1815032436,California
006103107031,31,198.040943276,California
006103107032,32,122.195498312,California
006103107033,33,125.387778242,California
006103107034,34,237.076052791,California
006103107035,35,112.805131191,California
006103107036,36,603.86584307,California
006103107037,37,190.377921834,California
006103107038,38,229.131590046,California
006103107039,39,273.390862081,California
006103107040,40,77671.70428,California
006103107041,41,599.460475053,California
006103107042,42,548.716921604,California
006103107043,43,1970.09532975,California
006103107044,44,16681.3633977,California
006103107045,45,243.198207445,California
006103107046,46,163.939949255,California
006103107047,47,798.719085235,California
